25.150000	0
25.450000	0
25.750000	0
26.050000	0
26.350000	0
26.650000	0
26.950000	0
27.250000	0
27.550000	0
27.850000	0
28.150000	0
28.450000	0
28.750000	0
29.050000	0
29.350000	0
29.650000	0
29.950000	0
30.250000	0
30.550000	0
30.850000	0
31.150000	0
31.450000	0
31.750000	0
32.050000	0
32.350000	0
32.650000	0
32.950000	0
33.250000	0
33.550000	0
33.850000	0
34.150000	0
34.450000	4
34.750000	7
35.050000	1
35.350000	0
35.650000	0
35.950000	13
36.250000	11
36.550000	2
36.850000	2
37.150000	3
37.450000	4
37.750000	1
38.050000	0
38.350000	2
38.650000	2
38.950000	16
39.250000	16
39.550000	0
39.850000	1
40.150000	1
40.450000	4
40.750000	7
41.050000	4
41.350000	0
41.650000	4
41.950000	4
42.250000	8
42.550000	2
42.850000	3
43.150000	1
43.450000	4
43.750000	3
44.050000	6
44.350000	6
44.650000	7
44.950000	14
45.250000	18
45.550000	19
45.850000	11
46.150000	16
46.450000	13
46.750000	6
47.050000	4
47.350000	10
47.650000	7
47.950000	6
48.250000	19
48.550000	12
48.850000	16
49.150000	15
49.450000	14
49.750000	14
50.050000	24
50.350000	8
50.650000	11
50.950000	15
51.250000	12
51.550000	5
51.850000	12
52.150000	2
52.450000	1
52.750000	0
53.050000	0
53.350000	0
53.650000	0
53.950000	0
54.250000	0
54.550000	0
54.850000	0
55.150000	0
55.450000	0
55.750000	0
56.050000	0
56.350000	0
56.650000	0
56.950000	0
57.250000	0
57.550000	0
57.850000	0
58.150000	0
58.450000	0
58.750000	0
59.050000	0
59.350000	0
59.650000	0
59.950000	0
60.250000	0
60.550000	0
60.850000	0
61.150000	0
61.450000	0
61.750000	0
62.050000	0
62.350000	0
62.650000	0
62.950000	0
63.250000	0
63.550000	0
63.850000	0
64.150000	0
64.450000	0
64.750000	0
65.050000	1
65.350000	0
65.650000	0
65.950000	0
66.250000	0
66.550000	0
66.850000	0
67.150000	0
67.450000	0
67.750000	0
68.050000	0
68.350000	0
68.650000	0
68.950000	0
69.250000	0
69.550000	0
69.850000	0
70.150000	0
time=0.000000e+00	sumtotal=454
